product_name,amazon_price,meesho_price,discount_pct,rating,num_reviews,page_views,conversion_rate,demand_intensity,season,price_difference
ChicLine Jeans Premium,221.82,192.67,12.49,4.6,214,404,0.25,1.01,Summer,29.150000000000006
ModernReads Non-Fiction Pro,14.89,13.43,0.0,4.4,377,350,0.57,1.99,Monsoon,1.4600000000000009
AcademiaBooks Children Premium,73.33,70.77,9.44,3.8,32,317,0.32,1.01,Monsoon,2.5600000000000023
KitchenPro Decor Plus,199.1,187.8,0.0,4.3,138,95,2.11,2.0,Monsoon,11.299999999999983
ModernSpace Storage Plus,342.67,320.33,0.0,4.4,85,81,2.47,2.0,Monsoon,22.340000000000032
ClassicPress Non-Fiction Pro,38.32,37.32,14.38,4.5,125,269,0.37,1.0,Monsoon,1.0
DigiCorp Tablets Standard,1796.24,1596.52,0.0,4.9,182,499,0.2,1.0,Monsoon,199.72000000000003
TechPro Headphones Standard,2287.47,2106.82,0.0,4.1,117,161,0.62,1.0,Monsoon,180.64999999999964
ModernReads Non-Fiction Pro,16.32,14.05,0.0,4.4,377,63,1.59,1.0,Summer,2.2699999999999996
ModernReads Comics Plus,35.56,33.04,0.0,4.3,10,251,0.8,2.01,Winter,2.520000000000003
TechPro Laptops Pro,1792.14,1536.17,0.0,3.6,226,485,0.21,1.02,Monsoon,255.97000000000003
TechPro Laptops Premium,275.57,253.66,0.0,4.3,122,183,0.55,1.01,Monsoon,21.909999999999997
StyleHub Shoes Pro,56.58,49.48,0.0,4.1,256,292,0.34,0.99,Summer,7.100000000000001
HomeEssence Cookware Elite,460.65,422.87,0.0,3.9,389,53,3.77,2.0,Summer,37.77999999999997
StyleHub Shoes Pro,46.78,44.57,12.55,4.1,256,307,0.65,2.0,Autumn,2.210000000000001
KitchenPro Storage Pro,40.42,38.5,11.39,4.5,191,163,1.23,2.0,Winter,1.9200000000000017
HomeEssence Storage Standard,149.52,127.88,0.0,4.7,146,299,0.33,0.99,Winter,21.640000000000015
TechPro Laptops Elite,1745.2,1547.14,0.0,4.2,498,97,2.06,2.0,Autumn,198.05999999999995
TechPro Laptops Elite,1727.31,1615.29,0.0,4.2,498,286,0.35,1.0,Autumn,112.01999999999998
ModernSpace Appliances Premium,102.21,91.13,0.0,4.5,299,182,0.55,1.0,Monsoon,11.079999999999998
StyleHub T-Shirts Pro,282.81,270.49,0.0,3.6,216,153,2.61,3.99,Monsoon,12.319999999999993
ModernReads Non-Fiction Pro,16.33,15.57,0.0,4.4,377,344,0.58,2.0,Monsoon,0.759999999999998
TechPro Laptops Premium,272.7,246.69,0.0,4.3,122,111,2.7,3.0,Autumn,26.00999999999999
DigiCorp Tablets Standard,1522.53,1451.77,14.82,4.9,182,142,1.41,2.0,Monsoon,70.75999999999999
HomeEssence Storage Standard,143.28,133.45,0.0,4.7,146,410,0.49,2.01,Monsoon,9.830000000000013
TrendSet Jackets Premium,89.34,87.4,0.0,4.0,35,474,0.63,2.99,Monsoon,1.9399999999999977
TechPro Tablets Elite,1269.85,1113.11,17.33,3.6,126,293,0.68,1.99,Monsoon,156.74
AcademiaBooks Comics Premium,75.16,68.41,0.0,4.1,161,199,1.01,2.01,Summer,6.75
ModernSpace Decor Plus,672.82,583.95,0.0,4.7,461,394,0.25,0.98,Summer,88.87
TechPro Laptops Pro,1786.41,1725.75,0.0,3.6,226,423,0.24,1.02,Monsoon,60.66000000000008
StyleHub T-Shirts Pro,291.43,256.49,0.0,3.6,216,400,0.25,1.0,Monsoon,34.94
ModernSpace Appliances Premium,109.2,99.79,0.0,4.5,299,198,1.01,2.0,Monsoon,9.409999999999997
ModernReads Non-Fiction Pro,13.38,11.58,13.79,4.3,357,435,0.23,1.0,Summer,1.8000000000000007
ClassicPress Children Plus,65.96,59.76,0.0,4.5,179,441,0.23,1.01,Winter,6.199999999999996
ClassicPress Non-Fiction Pro,42.6,37.26,0.0,4.5,125,102,1.96,2.0,Monsoon,5.340000000000003
ModernReads Comics Plus,27.56,23.88,21.56,4.3,10,428,0.47,2.01,Summer,3.6799999999999997
StyleHub Dresses Standard,96.09,84.95,24.55,4.8,48,97,1.03,1.0,Winter,11.14
ModernReads Comics Plus,33.03,30.18,0.0,4.3,10,251,0.8,2.01,Winter,2.8500000000000014
TechPro Laptops Elite,1680.97,1456.2,0.0,4.2,498,316,0.32,1.01,Monsoon,224.76999999999998
StyleHub Jackets Premium,55.03,50.27,15.17,4.2,291,451,0.22,0.99,Summer,4.759999999999998
TechPro Laptops Premium,276.47,249.3,0.0,4.3,122,375,0.27,1.01,Monsoon,27.170000000000016
AcademiaBooks Textbooks Elite,34.8,32.62,0.0,3.8,252,378,1.06,4.01,Autumn,2.1799999999999997
StyleHub Jackets Elite,243.07,226.27,11.88,3.9,133,170,0.59,1.0,Monsoon,16.799999999999983
TechPro Laptops Premium,280.45,251.98,0.0,4.3,122,143,1.4,2.0,Monsoon,28.47
KitchenPro Storage Pro,44.16,42.96,0.0,4.5,191,107,1.87,2.0,Winter,1.1999999999999957
AcademiaBooks Comics Plus,89.42,81.44,8.08,3.6,315,446,0.22,0.98,Monsoon,7.980000000000004
StoryWorld Children Pro,51.81,48.7,0.0,4.7,366,496,0.2,0.99,Winter,3.1099999999999994
HomeEssence Bedding Pro,26.61,22.78,0.0,3.9,487,123,1.63,2.0,Summer,3.8299999999999983
ChicLine Jeans Premium,239.36,218.97,0.0,4.6,214,314,0.32,1.0,Summer,20.390000000000015
AcademiaBooks Comics Premium,55.58,50.16,23.09,4.1,161,85,2.35,2.0,Monsoon,5.420000000000002
StyleHub T-Shirts Pro,242.06,210.04,19.44,3.9,352,326,0.92,3.0,Winter,32.02000000000001
KitchenPro Decor Plus,209.97,200.22,0.0,4.3,138,172,1.16,2.0,Monsoon,9.75
KitchenPro Decor Plus,198.67,170.81,0.0,4.3,138,112,1.79,2.0,Summer,27.859999999999985
TechPro Laptops Elite,756.52,671.13,21.03,4.3,482,317,0.63,2.0,Monsoon,85.38999999999999
ModernReads Comics Plus,34.57,30.95,0.0,4.3,10,175,1.14,1.99,Summer,3.620000000000001
HomeEssence Cookware Elite,444.54,382.43,0.0,3.9,389,384,0.52,2.0,Monsoon,62.110000000000014
ModernReads Non-Fiction Pro,16.15,14.77,0.0,4.4,377,121,1.65,2.0,Autumn,1.379999999999999
StoryWorld Comics Standard,17.83,15.17,0.0,4.3,296,458,0.66,3.02,Summer,2.6599999999999984
TrendSet Jackets Premium,89.79,80.14,0.0,4.0,35,480,0.42,2.02,Winter,9.650000000000006
TechPro Tablets Elite,1512.6,1458.91,0.0,3.6,126,245,1.22,2.99,Summer,53.68999999999983
ModernReads Comics Plus,32.27,28.45,0.0,4.3,10,465,0.22,1.02,Summer,3.820000000000004
TechPro Laptops Pro,1534.92,1466.46,12.33,3.6,226,120,0.83,1.0,Monsoon,68.46000000000004
UrbanWear Shoes Premium,271.4,261.77,0.0,4.7,107,173,1.16,2.01,Summer,9.629999999999995
ModernSpace Appliances Premium,104.96,97.95,0.0,4.5,299,253,0.79,2.0,Autumn,7.009999999999991
HomeEssence Cookware Elite,445.62,390.4,0.0,3.9,389,104,0.96,1.0,Monsoon,55.22000000000003
StyleHub T-Shirts Pro,292.06,261.76,0.0,3.6,216,434,0.92,3.99,Monsoon,30.30000000000001
StyleHub Jackets Premium,50.28,48.62,23.12,4.2,291,387,0.26,1.01,Winter,1.6600000000000037
ModernSpace Decor Plus,672.73,640.2,0.0,4.7,461,105,1.9,2.0,Winter,32.52999999999997
TrendSet Jackets Premium,71.31,66.11,19.63,4.0,35,372,0.27,1.0,Winter,5.200000000000003
ModernSpace Appliances Premium,105.13,97.89,0.0,4.5,299,72,1.39,1.0,Monsoon,7.239999999999995
ClassicPress Children Plus,67.21,60.6,0.0,4.5,179,272,0.74,2.01,Winter,6.609999999999992
TechPro Tablets Elite,1531.43,1435.6,0.0,3.6,126,198,1.52,3.01,Monsoon,95.83000000000015
ModernSpace Appliances Premium,106.1,101.01,0.0,4.5,299,170,0.59,1.0,Winter,5.089999999999989
StoryWorld Children Pro,39.99,38.48,19.6,4.7,366,67,1.49,1.0,Monsoon,1.5100000000000051
KitchenPro Decor Plus,207.88,200.6,0.0,4.3,138,379,0.53,2.01,Winter,7.280000000000001
TechPro Headphones Plus,1145.34,1077.91,21.4,4.9,362,224,0.89,1.99,Summer,67.42999999999984
ElectroMax Smartphones Standard,1907.7,1849.29,0.0,5.0,450,441,0.45,1.98,Monsoon,58.41000000000008
StyleHub T-Shirts Pro,290.64,259.16,0.0,3.9,352,214,0.47,1.01,Summer,31.47999999999996
StyleHub Shoes Pro,53.72,49.02,0.0,4.1,256,356,1.12,3.99,Winter,4.699999999999996
StyleHub Shoes Pro,57.0,49.19,0.0,4.1,256,56,3.57,2.0,Winter,7.810000000000002
StyleHub T-Shirts Pro,283.98,275.32,0.0,3.9,352,162,0.62,1.0,Monsoon,8.660000000000025
StoryWorld Children Pro,47.89,41.25,0.0,4.7,366,131,0.76,1.0,Autumn,6.640000000000001
AcademiaBooks Comics Plus,96.54,83.02,0.0,3.6,315,477,0.21,1.0,Winter,13.52000000000001
ElectroMax Smartwatches Plus,1727.84,1492.52,8.49,4.1,43,101,2.97,3.0,Winter,235.31999999999994
ModernSpace Decor Premium,389.88,338.84,0.0,4.4,355,140,0.71,0.99,Summer,51.04000000000002
TechPro Laptops Pro,1669.53,1570.16,8.0,3.6,226,487,0.62,3.02,Monsoon,99.36999999999989
TechPro Headphones Plus,1425.21,1289.53,0.0,4.9,362,92,2.17,2.0,Autumn,135.68000000000006
DigiCorp Tablets Standard,1812.76,1711.76,0.0,4.9,182,291,0.34,0.99,Summer,101.0
TechPro Tablets Elite,1525.16,1347.33,0.0,3.6,126,215,0.47,1.01,Winter,177.83000000000015
KitchenPro Storage Pro,39.34,37.88,11.93,4.5,191,414,0.24,0.99,Monsoon,1.4600000000000009
TrendSet Jackets Premium,85.77,73.17,0.0,4.0,35,383,0.52,1.99,Winter,12.599999999999994
ClassicPress Children Plus,54.11,49.37,20.04,4.5,179,320,0.31,0.99,Monsoon,4.740000000000002
TechPro Headphones Standard,2364.06,2140.55,0.0,4.1,117,262,0.38,1.0,Winter,223.50999999999976
ClassicPress Non-Fiction Pro,41.2,39.87,0.0,4.5,125,439,0.23,1.01,Summer,1.3300000000000054
ModernSpace Decor Premium,391.29,362.04,0.0,4.4,355,497,0.2,0.99,Summer,29.25
HomeEssence Storage Standard,156.67,142.09,0.0,4.7,146,383,0.26,1.0,Summer,14.579999999999984
ModernSpace Decor Plus,681.61,613.45,0.0,4.7,461,267,1.12,2.99,Monsoon,68.15999999999997
SmartGen Headphones Plus,2208.89,2151.45,0.0,3.6,66,69,1.45,1.0,Monsoon,57.440000000000055
ModernSpace Storage Plus,356.05,328.51,0.0,4.4,85,437,0.46,2.01,Monsoon,27.54000000000002
HomeEssence Storage Standard,153.49,145.41,0.0,4.7,146,420,0.24,1.01,Summer,8.080000000000013
TechPro Laptops Premium,284.6,275.03,0.0,4.3,122,245,1.22,2.99,Summer,9.57000000000005
TechPro Laptops Elite,977.08,918.85,0.0,4.3,482,101,1.98,2.0,Summer,58.23000000000002
TechPro Headphones Standard,2243.09,2194.76,0.0,4.1,117,437,0.23,1.01,Winter,48.32999999999993
TrendSet Dresses Pro,403.03,368.58,0.0,3.8,122,311,0.32,1.0,Monsoon,34.44999999999999
ModernReads Non-Fiction Pro,15.43,14.19,0.0,4.4,377,156,1.28,2.0,Monsoon,1.2400000000000002
AcademiaBooks Comics Plus,99.0,89.17,0.0,3.6,315,57,5.26,3.0,Monsoon,9.829999999999998
TrendSet Dresses Pro,374.16,319.95,5.51,3.8,122,344,0.29,1.0,Monsoon,54.210000000000036
TechPro Tablets Elite,1511.99,1349.97,0.0,3.6,126,125,1.6,2.0,Summer,162.01999999999998
ClassicPress Children Plus,69.37,60.92,0.0,4.5,179,178,0.56,1.0,Autumn,8.450000000000003
StyleHub Jackets Premium,65.64,63.07,0.0,4.2,291,454,0.22,1.0,Summer,2.5700000000000003
StoryWorld Comics Standard,17.82,17.31,0.0,4.3,296,473,0.42,1.99,Autumn,0.5100000000000016
ModernSpace Decor Plus,688.26,585.07,0.0,4.7,461,88,1.14,1.0,Summer,103.18999999999994
StoryWorld Comics Standard,18.4,15.84,0.0,4.3,296,318,0.63,2.0,Summer,2.5599999999999987
StyleHub T-Shirts Pro,222.57,190.44,23.72,3.9,352,326,0.92,3.0,Winter,32.129999999999995
ModernSpace Decor Plus,694.18,647.06,0.0,4.7,461,287,0.35,1.0,Monsoon,47.120000000000005
TechPro Laptops Premium,273.7,241.01,0.0,4.3,122,426,0.7,2.98,Winter,32.69
ModernSpace Appliances Premium,104.14,95.03,0.0,4.5,299,194,1.55,3.01,Monsoon,9.11
TrendSet Dresses Pro,390.77,378.92,0.0,3.8,122,334,0.3,1.0,Monsoon,11.849999999999966
ElectroMax Smartwatches Plus,1378.46,1333.65,23.5,4.1,43,479,0.42,2.01,Winter,44.809999999999945
ClassicPress Children Plus,66.22,58.65,0.0,4.5,179,461,0.22,1.01,Summer,7.57
DigiCorp Tablets Standard,1913.49,1793.45,0.0,4.9,182,314,0.32,1.0,Autumn,120.03999999999996
StyleHub T-Shirts Pro,288.39,281.71,0.0,3.6,216,402,0.25,1.0,Autumn,6.680000000000007
TechPro Headphones Plus,1425.71,1317.87,0.0,4.9,362,130,0.77,1.0,Winter,107.84000000000015
ClassicPress Children Plus,68.95,64.64,0.0,4.5,179,74,2.7,2.0,Winter,4.310000000000002
StyleHub T-Shirts Pro,300.13,268.33,0.0,3.9,352,85,3.53,3.0,Monsoon,31.80000000000001
DigiCorp Smartphones Standard,597.82,563.44,0.0,4.6,285,383,0.52,1.99,Winter,34.379999999999995
DigiCorp Tablets Standard,1909.72,1849.34,0.0,4.9,182,230,0.87,2.0,Monsoon,60.38000000000011
UrbanWear Dresses Premium,218.36,203.07,0.0,4.6,286,463,0.43,1.99,Autumn,15.29000000000002
TrendSet Jackets Premium,86.18,77.39,0.0,4.0,35,197,0.51,1.0,Monsoon,8.790000000000006
StyleHub T-Shirts Pro,277.28,249.33,0.0,3.6,216,272,1.1,2.99,Autumn,27.94999999999996
TrendSet Jeans Standard,355.29,313.52,0.0,4.2,226,444,0.23,1.02,Summer,41.77000000000004
ComfortLiving Decor Plus,607.05,590.64,0.0,4.5,244,480,0.42,2.02,Autumn,16.409999999999968
ModernSpace Storage Plus,339.62,300.79,0.0,4.4,85,160,0.62,0.99,Summer,38.829999999999984
ComfortLiving Decor Plus,574.46,557.7,0.0,4.5,244,317,0.32,1.01,Autumn,16.75999999999999
ElectroMax Smartphones Standard,2025.98,1794.08,0.0,5.0,450,181,1.66,3.0,Summer,231.9000000000001
DigiCorp Tablets Standard,1921.27,1675.45,0.0,4.9,182,228,0.44,1.0,Monsoon,245.81999999999994
ModernReads Non-Fiction Pro,14.85,14.3,0.0,4.3,357,393,0.51,2.0,Summer,0.5499999999999989
ClassicPress Children Plus,66.04,60.72,0.0,4.5,179,393,0.51,2.0,Monsoon,5.320000000000007
TechPro Headphones Plus,1490.06,1328.83,0.0,4.9,362,288,0.35,1.01,Winter,161.23000000000002
KitchenPro Decor Plus,204.52,198.9,0.0,4.3,138,363,0.83,3.01,Monsoon,5.6200000000000045
TechPro Tablets Elite,1429.47,1315.56,0.0,3.6,126,455,1.1,5.01,Summer,113.91000000000008
ElectroMax Smartphones Standard,1786.93,1708.43,8.24,5.0,450,268,0.37,0.99,Autumn,78.5
ModernSpace Storage Plus,339.98,327.76,0.0,4.4,85,466,0.21,0.98,Autumn,12.220000000000027
ClassicPress Non-Fiction Pro,41.31,38.92,0.0,4.5,125,253,0.4,1.01,Monsoon,2.3900000000000006
KitchenPro Storage Pro,40.97,37.21,11.5,4.5,191,338,0.59,1.99,Winter,3.759999999999998
ElectroMax Smartwatches Plus,1923.9,1751.26,0.0,4.1,43,101,1.98,2.0,Winter,172.6400000000001
TrendSet Jeans Standard,376.79,358.36,0.0,4.2,226,174,1.15,2.0,Monsoon,18.430000000000007
HomeEssence Storage Standard,145.93,128.1,0.0,4.7,146,400,0.5,2.0,Summer,17.830000000000013
ElectroMax Smartphones Standard,2049.22,1848.12,0.0,5.0,450,201,1.0,2.01,Monsoon,201.0999999999999
StoryWorld Comics Standard,18.57,17.54,0.0,4.3,296,185,2.16,4.0,Autumn,1.0300000000000011
UrbanWear Shoes Premium,199.37,185.57,21.92,4.7,107,327,0.61,1.99,Summer,13.800000000000011
TechPro Tablets Elite,1467.52,1436.55,0.0,3.6,126,288,0.35,1.01,Autumn,30.970000000000027
DigiCorp Tablets Standard,1917.85,1635.47,0.0,4.9,182,138,2.17,2.99,Monsoon,282.3799999999999
ElectroMax Smartphones Standard,1978.42,1909.31,0.0,5.0,450,351,0.28,0.98,Winter,69.11000000000013
SmartGen Headphones Plus,1819.93,1719.37,15.67,3.6,66,124,2.42,3.0,Winter,100.56000000000017
TechPro Tablets Elite,1485.51,1404.56,0.0,3.6,126,137,1.46,2.0,Summer,80.95000000000005
ModernReads Comics Plus,34.44,32.43,0.0,4.3,10,455,0.44,2.0,Winter,2.009999999999998
TrendSet Dresses Pro,409.47,382.76,0.0,3.8,122,141,2.84,4.0,Winter,26.710000000000036
TechPro Headphones Standard,2342.11,2081.13,0.0,4.1,117,94,3.19,3.0,Autumn,260.98
HomeEssence Bedding Pro,25.74,23.26,0.0,3.9,487,249,0.4,1.0,Autumn,2.479999999999997
StyleHub Shoes Pro,53.1,45.82,0.0,4.1,256,105,1.9,2.0,Summer,7.280000000000001
ElectroMax Smartwatches Plus,1587.58,1553.12,15.86,4.1,43,295,0.34,1.0,Monsoon,34.460000000000036
ModernSpace Storage Plus,345.88,321.65,0.0,4.4,85,450,0.22,0.99,Monsoon,24.230000000000018
AcademiaBooks Textbooks Elite,34.82,33.17,0.0,3.8,252,117,0.85,0.99,Summer,1.6499999999999986
TechPro Headphones Plus,1390.15,1202.98,0.0,4.9,362,452,0.22,0.99,Winter,187.17000000000007
AcademiaBooks Comics Premium,69.79,60.52,0.0,4.1,161,285,0.7,2.0,Autumn,9.270000000000003
ComfortLiving Decor Plus,615.37,569.2,0.0,4.5,244,343,0.29,0.99,Winter,46.16999999999996
HomeEssence Cookware Elite,421.63,411.24,5.27,3.9,389,86,1.16,1.0,Summer,10.389999999999986
KitchenPro Storage Pro,48.52,45.87,0.0,4.5,191,236,0.42,0.99,Summer,2.6500000000000057
ElectroMax Smartwatches Plus,1794.23,1554.85,0.0,4.1,43,247,0.81,2.0,Monsoon,239.3800000000001
ModernSpace Appliances Premium,106.61,96.71,0.0,4.5,299,202,0.99,2.0,Monsoon,9.900000000000006
TechPro Laptops Elite,1479.27,1260.67,13.26,4.2,498,467,0.21,0.98,Autumn,218.5999999999999
UrbanWear Dresses Premium,218.77,207.78,0.0,4.6,286,465,0.22,1.02,Autumn,10.990000000000009
ModernReads Non-Fiction Pro,15.94,15.29,0.0,4.3,357,419,0.24,1.01,Monsoon,0.6500000000000004
StyleHub Shoes Pro,54.47,48.62,0.0,4.1,256,332,0.9,2.99,Autumn,5.850000000000001
TrendSet Dresses Pro,389.7,340.37,0.0,3.8,122,76,5.26,4.0,Autumn,49.329999999999984
ModernReads Comics Plus,29.37,27.28,14.42,4.3,10,211,0.95,2.0,Autumn,2.09
StyleHub T-Shirts Pro,296.84,271.33,0.0,3.6,216,64,1.56,1.0,Summer,25.50999999999999
DigiCorp Smartphones Standard,590.1,526.7,0.0,4.6,285,245,0.41,1.0,Summer,63.39999999999998
ChicLine Jeans Premium,236.85,215.62,0.0,4.6,214,421,0.48,2.02,Winter,21.22999999999999
AcademiaBooks Children Premium,79.27,73.1,0.0,3.8,32,456,0.44,2.01,Monsoon,6.170000000000002
UrbanWear Dresses Premium,217.04,185.89,0.0,4.6,286,58,1.72,1.0,Monsoon,31.150000000000006
TrendSet Dresses Pro,388.87,359.46,0.0,3.8,122,286,0.35,1.0,Summer,29.410000000000025
ClassicPress Non-Fiction Plus,48.31,43.91,0.0,4.0,417,448,0.22,0.99,Autumn,4.400000000000006
TechPro Laptops Premium,264.42,234.32,0.0,4.3,122,196,1.02,2.0,Summer,30.100000000000023
SmartGen Headphones Plus,2080.61,1845.91,9.13,3.6,66,151,1.32,1.99,Winter,234.70000000000005
ElectroMax Smartphones Standard,1959.85,1876.06,0.0,5.0,450,192,0.52,1.0,Monsoon,83.78999999999996
DigiCorp Tablets Standard,1399.72,1245.61,23.72,4.9,182,242,0.83,2.01,Summer,154.11000000000013
TechPro Headphones Standard,1891.7,1837.75,21.15,4.1,117,402,0.25,1.0,Monsoon,53.950000000000045
StoryWorld Children Pro,51.44,48.22,0.0,4.7,366,157,1.27,1.99,Summer,3.219999999999999
ClassicPress Children Plus,70.73,65.15,0.0,4.5,179,216,1.39,3.0,Monsoon,5.579999999999998
AcademiaBooks Textbooks Elite,36.56,34.92,0.0,3.8,252,54,1.85,1.0,Winter,1.6400000000000006
ElectroMax Smartphones Standard,1880.13,1733.0,0.0,5.0,450,107,0.93,1.0,Winter,147.1300000000001
StoryWorld Children Pro,47.09,42.33,0.0,4.7,366,75,1.33,1.0,Winter,4.760000000000005
StoryWorld Comics Standard,18.78,16.41,0.0,4.3,296,283,0.71,2.01,Monsoon,2.370000000000001
AcademiaBooks Comics Premium,74.12,64.97,0.0,4.1,161,285,0.7,2.0,Autumn,9.150000000000006
StyleHub Jackets Premium,54.59,52.2,11.45,4.2,291,154,1.95,3.0,Winter,2.3900000000000006
ModernSpace Decor Plus,680.78,658.84,0.0,4.7,461,339,0.88,2.98,Monsoon,21.93999999999994
TrendSet Dresses Pro,390.43,374.14,0.0,3.8,122,346,0.29,1.0,Winter,16.29000000000002
ElectroMax Smartphones Standard,2011.39,1716.18,0.0,5.0,450,113,0.88,0.99,Monsoon,295.21000000000004
TrendSet Dresses Pro,367.84,360.09,7.11,3.8,122,110,1.82,2.0,Autumn,7.75
TechPro Laptops Pro,1795.55,1545.83,0.0,3.6,226,76,1.32,1.0,Monsoon,249.72000000000003
ElectroMax Smartphones Standard,2045.79,2001.51,0.0,5.0,450,374,1.07,4.0,Monsoon,44.27999999999997
StyleHub Jackets Elite,274.97,236.6,0.0,3.9,133,64,4.69,3.0,Monsoon,38.37000000000003
ElectroMax Smartwatches Plus,1805.04,1635.94,0.0,4.1,43,197,2.03,4.0,Autumn,169.0999999999999
ModernSpace Decor Plus,673.44,612.4,0.0,4.7,461,260,0.38,0.99,Autumn,61.04000000000008
TechPro Headphones Plus,1414.65,1222.85,0.0,4.9,362,234,0.43,1.01,Monsoon,191.80000000000018
TechPro Laptops Elite,977.21,930.61,0.0,4.3,482,399,0.25,1.0,Autumn,46.60000000000002
ClassicPress Non-Fiction Plus,46.41,44.92,0.0,4.0,417,475,0.42,2.0,Monsoon,1.4899999999999949
AcademiaBooks Comics Plus,100.71,92.04,0.0,3.6,315,447,0.22,0.98,Winter,8.669999999999987
TechPro Tablets Elite,1431.07,1315.09,0.0,3.6,126,463,0.65,3.01,Winter,115.98000000000002
AcademiaBooks Children Premium,78.67,75.15,0.0,3.8,32,369,0.54,1.99,Winter,3.519999999999996
HomeEssence Cookware Elite,452.53,428.48,0.0,3.9,389,175,0.57,1.0,Autumn,24.049999999999955
KitchenPro Storage Pro,47.01,42.31,0.0,4.5,191,207,0.97,2.01,Winter,4.699999999999996
StyleHub Dresses Standard,117.63,111.75,0.0,4.8,48,259,1.16,3.0,Autumn,5.8799999999999955
StyleHub Jackets Elite,273.5,241.13,0.0,3.9,133,151,1.32,1.99,Monsoon,32.370000000000005
ModernReads Non-Fiction Pro,15.27,14.05,5.04,4.4,377,162,0.62,1.0,Autumn,1.2199999999999989
ModernSpace Decor Plus,658.2,599.59,0.0,4.7,461,200,1.0,2.0,Summer,58.610000000000014
ModernReads Non-Fiction Pro,15.64,14.41,0.0,4.3,357,296,0.34,1.01,Winter,1.2300000000000004
TechPro Tablets Elite,1564.14,1352.65,0.0,3.6,126,148,1.35,2.0,Autumn,211.49
HomeEssence Cookware Elite,447.44,411.97,0.0,3.9,389,80,1.25,1.0,Summer,35.46999999999997
ModernSpace Appliances Premium,109.77,98.45,0.0,4.5,299,446,0.67,2.99,Summer,11.319999999999993
ElectroMax Smartwatches Plus,1843.95,1781.23,0.0,4.1,43,394,0.51,2.01,Monsoon,62.72000000000003
ModernReads Non-Fiction Pro,15.71,14.59,0.0,4.4,377,365,0.27,0.99,Winter,1.120000000000001
ModernSpace Decor Plus,698.09,672.18,0.0,4.7,461,429,0.23,0.99,Monsoon,25.910000000000082
StyleHub T-Shirts Pro,225.06,213.07,19.19,3.6,216,195,0.51,0.99,Winter,11.990000000000009
ModernReads Comics Plus,33.73,30.4,0.0,4.3,10,269,1.49,4.01,Winter,3.3299999999999983
TechPro Laptops Elite,1676.29,1550.58,0.0,4.2,498,439,0.23,1.01,Summer,125.71000000000004
UrbanWear Dresses Premium,202.57,193.15,6.37,4.6,286,242,0.41,0.99,Summer,9.419999999999987
SmartGen Headphones Plus,2210.79,2086.0,0.0,3.6,66,447,0.22,0.98,Summer,124.78999999999996
HomeEssence Bedding Pro,28.33,26.09,0.0,3.9,487,315,0.32,1.01,Autumn,2.2399999999999984
ClassicPress Non-Fiction Pro,33.9,30.64,24.18,4.5,125,76,1.32,1.0,Summer,3.259999999999998
ModernSpace Appliances Premium,110.2,98.72,0.0,4.5,299,388,0.52,2.02,Monsoon,11.480000000000004
TechPro Tablets Elite,1475.57,1297.87,0.0,3.6,126,441,0.45,1.98,Winter,177.70000000000005
StoryWorld Comics Standard,18.77,17.92,0.0,4.3,296,153,0.65,0.99,Monsoon,0.8499999999999979
TechPro Laptops Pro,1703.6,1598.38,0.0,3.6,226,309,0.65,2.01,Monsoon,105.2199999999998
ModernSpace Appliances Premium,102.45,94.39,0.0,4.5,299,57,3.51,2.0,Winter,8.060000000000002
AcademiaBooks Comics Plus,95.18,81.54,0.0,3.6,315,419,0.48,2.01,Summer,13.64
HomeEssence Storage Standard,142.22,130.6,5.62,4.7,146,284,0.7,1.99,Autumn,11.620000000000005
ModernReads Comics Plus,33.45,32.75,0.0,4.3,10,375,0.27,1.01,Winter,0.7000000000000028
AcademiaBooks Textbooks Elite,34.69,30.51,9.24,3.8,252,268,0.37,0.99,Summer,4.179999999999996
DigiCorp Smartphones Standard,594.8,550.3,0.0,4.6,285,139,0.72,1.0,Summer,44.5
StyleHub Shoes Pro,52.54,50.2,0.0,4.1,256,376,0.27,1.02,Winter,2.3399999999999963
ModernReads Non-Fiction Pro,15.69,14.06,0.0,4.4,377,193,1.55,2.99,Monsoon,1.629999999999999
ModernReads Comics Plus,32.56,29.36,0.0,4.3,10,194,0.52,1.01,Monsoon,3.200000000000003
UrbanWear Shoes Premium,254.23,229.71,0.0,4.7,107,264,0.76,2.01,Monsoon,24.519999999999982
ModernSpace Storage Plus,339.57,294.42,0.0,4.4,85,434,0.23,1.0,Summer,45.14999999999998
ClassicPress Children Plus,52.21,45.28,22.11,4.5,179,134,2.24,3.0,Summer,6.93
TechPro Laptops Elite,1001.63,926.69,0.0,4.3,482,342,0.29,0.99,Autumn,74.93999999999994
TechPro Laptops Premium,270.47,235.28,0.0,4.3,122,277,0.36,1.0,Summer,35.190000000000026
HomeEssence Bedding Premium,587.01,542.4,0.0,5.0,344,179,0.56,1.0,Summer,44.610000000000014
StyleHub Shoes Pro,43.41,41.1,22.68,4.1,256,296,1.01,2.99,Monsoon,2.309999999999995
StyleHub Jackets Elite,265.22,227.02,0.0,3.9,133,476,0.21,1.0,Monsoon,38.20000000000002
ModernReads Non-Fiction Pro,16.13,14.45,0.0,4.4,377,235,1.28,3.01,Winter,1.6799999999999997
